day_of_week,hour_of_day,category,items_count
0,10,vitamins supplements,1
0,18,nuts seeds dried fruit,5
0,14,trail mix snack mix,0
0,1,poultry counter,0
0,6,bulk dried fruits vegetables,0
0,23,packaged vegetables fruits,10
0,5,granola,0
0,5,protein meal replacements,0
0,20,beers coolers,0
0,8,ice cream toppings,0
0,12,fresh herbs,11
0,12,spices seasonings,7
0,13,beers coolers,1
0,21,cocoa drink mixes,0
0,0,frozen juice,0
0,1,feminine care,0
0,1,fresh pasta,0
0,1,grains rice dried goods,0
0,1,marinades meat preparation,0
0,6,bulk grains rice dried goods,0
0,22,bread,5
0,22,refrigerated pudding desserts,0
0,5,refrigerated pudding desserts,0
0,5,spirits,0
0,10,coffee,9
0,10,red wines,0
0,10,refrigerated pudding desserts,2
0,18,bread,7
0,19,frozen meals,7
0,12,cold flu allergy,1
0,11,cookies cakes,2
0,21,asian foods,1
0,14,water seltzer sparkling water,14
0,0,baby bath body care,0
0,0,kitchen supplies,0
0,9,bread,8
0,9,paper goods,3
0,6,muscles joints pain relief,0
0,23,digestion,0
0,5,kosher foods,1
0,7,fresh pasta,0
0,20,indian foods,0
0,20,marinades meat preparation,1
0,10,cookies cakes,6
0,10,meat counter,2
0,18,preserved dips spreads,1
0,11,prepared meals,3
0,13,juice nectars,9
0,13,trail mix snack mix,1
0,0,frozen pizza,0
0,0,refrigerated,0
0,6,energy granola bars,0
0,6,packaged cheese,1
0,22,cleaning products,0
0,7,protein meal replacements,0
0,20,food storage,0
0,3,frozen appetizers sides,0
0,3,packaged seafood,0
0,8,condiments,3
0,15,prepared soups salads,0
0,18,cleaning products,4
0,17,other creams cheeses,8
0,12,protein meal replacements,0
0,11,soap,7
0,21,baby bath body care,0
0,21,frozen pizza,0
0,14,hot dogs bacon sausage,12
0,1,plates bowls cups flatware,0
0,22,deodorants,0
0,20,condiments,1
0,2,honeys syrups nectars,0
0,8,kosher foods,0
0,15,facial care,0
0,15,more household,0
0,10,canned fruit applesauce,2
0,18,mint gum,0
0,17,nuts seeds dried fruit,5
0,19,fresh pasta,0
0,19,frozen breakfast,4
0,19,hot cereal pancake mixes,1
0,19,poultry counter,1
0,13,spices seasonings,7
0,21,hot cereal pancake mixes,0
0,0,frozen breads doughs,0
0,9,prepared soups salads,2
0,1,deodorants,0
0,3,bakery desserts,0
0,3,food storage,0
0,8,cookies cakes,3
0,16,packaged poultry,4
0,10,juice nectars,10
0,13,dry pasta,9
0,13,water seltzer sparkling water,10
0,14,asian foods,11
0,14,specialty cheeses,7
0,6,more household,0
0,23,breakfast bakery,1
0,20,milk,6
0,2,other,0
0,16,deodorants,2
0,18,tortillas flat bread,7
0,17,body lotions soap,2
0,19,frozen appetizers sides,2
0,11,juice nectars,11
0,14,trash bags liners,1
0,1,cold flu allergy,0
0,1,packaged produce,0
0,1,water seltzer sparkling water,0
0,20,days_since_prior_order,465
0,20,air fresheners candles,0
0,2,soap,0
0,3,facial care,0
0,3,packaged poultry,0
0,15,granola,4
0,15,spices seasonings,6
0,10,frozen appetizers sides,7
0,17,cocoa drink mixes,1
0,11,cleaning products,7
0,11,frozen meals,16
0,13,packaged seafood,1
0,13,soup broth bouillon,14
0,21,ice cream toppings,0
0,14,feminine care,0
0,14,grains rice dried goods,4
0,0,fruit vegetable snacks,1
0,9,preserved dips spreads,4
0,1,food storage,0
0,1,honeys syrups nectars,0
0,1,vitamins supplements,0
0,6,feminine care,0
0,22,water seltzer sparkling water,2
0,20,diapers wipes,0
0,20,kosher foods,0
0,8,missing,3
0,16,cream,8
0,10,baking ingredients,20
0,18,digestion,3
0,19,fresh herbs,6
0,12,meat counter,3
0,13,digestion,1
0,21,milk,4
0,9,hair care,0
0,6,refrigerated pudding desserts,0
0,20,baby food formula,14
0,2,frozen meals,0
0,2,paper goods,0
0,3,asian foods,0
0,10,first aid,0
0,10,trash bags liners,2
0,18,frozen vegan vegetarian,1
0,17,spices seasonings,8
0,17,trail mix snack mix,1
0,19,chips pretzels,4
0,12,baking supplies decor,2
0,11,trail mix snack mix,0
0,13,energy granola bars,9
0,13,protein meal replacements,2
0,14,canned meals beans,9
0,14,cocoa drink mixes,1
0,9,ice cream toppings,1
0,9,spirits,1
0,1,cereal,0
0,1,cream,0
0,6,days_since_prior_order,128
0,23,popcorn jerky,1
0,22,feminine care,1
0,22,tortillas flat bread,2
0,5,cocoa drink mixes,0
0,5,dog food care,0
0,20,meat counter,0
0,2,cereal,1
0,15,fruit vegetable snacks,4
0,16,digestion,1
0,16,missing,9
0,18,bulk dried fruits vegetables,0
0,13,grains rice dried goods,4
0,5,beers coolers,0
0,5,frozen meals,0
0,5,hot dogs bacon sausage,1
0,7,energy granola bars,9
0,2,baby bath body care,0
0,2,packaged seafood,0
0,2,tofu meat alternatives,0
0,2,vitamins supplements,0
0,8,days_since_prior_order,492
0,15,fresh fruits,101
0,15,muscles joints pain relief,0
0,18,buns rolls,1
0,11,butter,9
0,13,breakfast bakery,8
0,21,other,0
0,1,frozen meat seafood,0
0,23,dog food care,0
0,23,facial care,0
0,23,fresh herbs,0
0,3,hair care,0
0,3,water seltzer sparkling water,1
0,8,skin care,0
0,15,frozen meals,11
0,15,specialty wines champagnes,0
0,16,oral hygiene,0
0,17,frozen meat seafood,1
0,19,muscles joints pain relief,0
0,19,packaged vegetables fruits,24
0,12,hot dogs bacon sausage,10
0,13,nuts seeds dried fruit,5
0,13,vitamins supplements,0
0,21,paper goods,0
0,9,ice cream ice,5
0,22,trash bags liners,0
0,7,fresh herbs,2
0,20,prepared meals,0
0,15,baking ingredients,12
0,16,prepared meals,7
0,16,refrigerated,16
0,10,frozen juice,0
0,10,frozen meat seafood,3
0,17,condiments,3
0,17,kitchen supplies,0
0,17,packaged vegetables fruits,56
0,19,vitamins supplements,1
0,12,breakfast bars pastries,0
0,12,bulk dried fruits vegetables,0
0,21,canned meals beans,3
0,21,trail mix snack mix,1
0,0,salad dressing toppings,0
0,9,frozen juice,1
0,23,baby food formula,0
0,23,buns rolls,0
0,23,butter,0
0,23,other,0
0,22,packaged cheese,2
0,7,energy sports drinks,1
0,7,soup broth bouillon,2
0,20,frozen meals,2
0,20,yogurt,13
0,8,dog food care,0
0,15,packaged seafood,1
0,10,frozen breakfast,13
0,10,mint gum,0
0,18,skin care,0
0,13,baby accessories,0
0,21,prepared soups salads,0
0,9,frozen appetizers sides,3
0,1,candy chocolate,0
0,1,yogurt,0
0,6,soy lactosefree,7
0,22,plates bowls cups flatware,0
0,22,soft drinks,1
0,7,spices seasonings,2
0,20,doughs gelatins bake mixes,2
0,2,energy granola bars,2
0,18,asian foods,4
0,19,grains rice dried goods,1
0,11,bulk dried fruits vegetables,0
0,21,missing,0
0,9,first aid,0
0,6,chips pretzels,1
0,23,deodorants,0
0,22,body lotions soap,0
0,5,feminine care,0
0,5,tortillas flat bread,0
0,2,frozen appetizers sides,0
0,8,tortillas flat bread,6
0,17,frozen breakfast,15
0,11,body lotions soap,2
0,21,frozen produce,11
0,14,diapers wipes,0
0,14,poultry counter,5
0,0,trail mix snack mix,0
0,5,trash bags liners,0
0,8,cereal,4
0,8,granola,2
0,8,other,1
0,15,pickled goods olives,6
0,10,seafood counter,3
0,18,packaged poultry,6
0,12,other,1
0,11,condiments,16
0,21,breakfast bars pastries,4
0,21,oral hygiene,0
0,14,muscles joints pain relief,0
0,1,laundry,0
0,22,juice nectars,3
0,22,yogurt,13
0,7,dry pasta,4
0,2,fresh vegetables,0
0,2,salad dressing toppings,0
0,18,body lotions soap,3
0,19,milk,12
0,12,hair care,2
0,9,nuts seeds dried fruit,6
0,7,salad dressing toppings,0
0,2,trail mix snack mix,0
0,3,frozen breakfast,0
0,15,butter,6
0,18,more household,0
0,18,protein meal replacements,0
0,17,tortillas flat bread,1
0,19,condiments,1
0,12,cookies cakes,11
0,11,refrigerated,16
0,14,packaged vegetables fruits,85
0,0,body lotions soap,0
0,0,instant foods,0
0,9,frozen dessert,0
0,9,salad dressing toppings,1
0,22,soy lactosefree,3
0,7,dog food care,0
0,7,specialty cheeses,0
0,3,breakfast bars pastries,0
0,3,tortillas flat bread,0
0,8,mint gum,0
0,10,instant foods,11
0,17,soap,0
0,19,cocoa drink mixes,0
0,12,dry pasta,20
0,12,ice cream ice,20
0,11,hot cereal pancake mixes,9
0,0,butter,0
0,9,frozen breakfast,5
0,9,water seltzer sparkling water,13
0,6,tea,1
0,23,coffee,0
0,22,packaged produce,5
0,5,soy lactosefree,3
0,2,specialty wines champagnes,0
0,16,spices seasonings,10
0,18,frozen meals,21
0,17,shave needs,0
0,17,specialty cheeses,2
0,19,fresh fruits,42
0,19,water seltzer sparkling water,7
0,11,canned fruit applesauce,3
0,13,buns rolls,2
0,13,candy chocolate,4
0,13,other,1
0,21,fresh fruits,32
0,21,soy lactosefree,7
0,21,spices seasonings,2
0,1,soy lactosefree,0
0,1,spreads,1
0,22,frozen meals,2
0,8,other creams cheeses,1
0,17,canned meals beans,8
0,17,more household,0
0,11,nuts seeds dried fruit,8
0,6,butter,1
0,5,salad dressing toppings,1
0,7,fresh vegetables,24
0,8,crackers,10
0,8,spirits,0
0,15,frozen breakfast,6
0,15,instant foods,11
0,10,ice cream ice,12
0,18,hot dogs bacon sausage,4
0,12,oils vinegars,3
0,12,popcorn jerky,3
0,11,soup broth bouillon,8
0,13,breakfast bars pastries,3
0,21,baking supplies decor,0
0,21,frozen meals,3
0,9,packaged poultry,2
0,23,skin care,0
0,5,baby accessories,0
0,7,missing,2
0,3,air fresheners candles,0
0,3,dog food care,0
0,8,pasta sauce,3
0,8,preserved dips spreads,2
0,15,days_since_prior_order,1524
0,15,buns rolls,10
0,15,specialty cheeses,1
0,18,baby accessories,0
0,17,popcorn jerky,7
0,19,coffee,1
0,19,dry pasta,3
0,12,frozen meals,26
0,12,frozen produce,22
0,12,indian foods,1
0,12,yogurt,39
0,11,salad dressing toppings,2
0,13,body lotions soap,4
0,21,oils vinegars,1
0,0,dry pasta,1
0,6,cleaning products,0
0,7,instant foods,0
0,2,missing,0
0,3,packaged meat,0
0,8,packaged produce,1
0,16,coffee,5
0,10,poultry counter,5
0,10,specialty cheeses,4
0,18,crackers,13
0,18,white wines,1
0,17,cream,7
0,12,crackers,15
0,11,fresh fruits,144
0,11,frozen meat seafood,3
0,13,chips pretzels,22
0,14,cream,9
0,0,feminine care,0
0,6,breakfast bars pastries,0
0,6,nuts seeds dried fruit,1
0,6,red wines,0
0,23,tofu meat alternatives,0
0,22,asian foods,2
0,7,pasta sauce,1
0,10,marinades meat preparation,2
0,18,eye ear care,0
0,19,canned jarred vegetables,1
0,13,frozen juice,0
0,0,other creams cheeses,0
0,7,frozen meat seafood,2
0,7,spirits,0
0,2,bread,1
0,3,dish detergents,0
0,8,protein meal replacements,0
0,15,first aid,0
0,10,fresh dips tapenades,11
0,18,cocoa drink mixes,1
0,18,tofu meat alternatives,1
0,14,missing,11
0,9,red wines,0
0,1,packaged cheese,0
0,23,frozen dessert,0
0,23,packaged seafood,0
0,5,energy granola bars,1
0,5,frozen breakfast,0
0,5,packaged vegetables fruits,2
0,7,shave needs,0
0,20,dry pasta,3
0,2,oral hygiene,0
0,8,frozen juice,0
0,15,canned fruit applesauce,2
0,10,spices seasonings,5
0,17,other,2
0,13,frozen pizza,10
0,1,frozen meals,1
0,6,beauty,0
0,6,kosher foods,0
0,6,plates bowls cups flatware,0
0,7,baking ingredients,0
0,7,frozen produce,6
0,3,marinades meat preparation,0
0,3,prepared soups salads,0
0,10,prepared soups salads,4
0,17,butter,5
0,17,cookies cakes,5
0,19,fruit vegetable snacks,6
0,9,laundry,1
0,1,milk,0
0,23,packaged produce,0
0,22,preserved dips spreads,0
0,5,prepared soups salads,0
0,7,frozen juice,0
0,2,laundry,0
0,16,frozen dessert,1
0,18,spirits,0
0,17,prepared meals,3
0,13,butter,6
0,14,frozen juice,0
0,14,paper goods,12
0,1,fresh fruits,5
0,1,specialty wines champagnes,0
0,6,canned jarred vegetables,0
0,23,indian foods,0
0,5,packaged meat,0
0,20,prepared soups salads,0
0,15,baking supplies decor,1
0,15,salad dressing toppings,7
0,16,paper goods,16
0,10,cold flu allergy,0
0,18,honeys syrups nectars,0
0,13,kosher foods,0
0,14,buns rolls,5
0,14,tortillas flat bread,8
0,0,juice nectars,0
0,0,spices seasonings,0
0,9,cat food care,1
0,9,lunch meat,6
0,6,skin care,0
0,22,prepared meals,0
0,16,frozen juice,0
0,18,eggs,11
0,18,energy granola bars,4
0,17,dog food care,1
0,17,eggs,13
0,12,cleaning products,3
0,11,eye ear care,0
0,11,fresh dips tapenades,20
0,13,mint gum,1
0,21,baby food formula,0
0,21,grains rice dried goods,0
0,0,cleaning products,0
0,9,milk,16
0,6,ice cream toppings,0
0,22,marinades meat preparation,0
0,5,soap,1
0,5,tofu meat alternatives,0
0,7,beauty,0
0,7,paper goods,0
0,2,milk,0
0,2,refrigerated pudding desserts,0
0,3,cookies cakes,0
0,3,dry pasta,0
0,16,canned meat seafood,6
0,16,frozen meals,6
0,16,kitchen supplies,0
0,12,eggs,21
0,12,tofu meat alternatives,6
0,13,pasta sauce,12
0,14,baby bath body care,0
0,14,soap,3
0,1,beauty,0
0,1,indian foods,0
0,6,poultry counter,1
0,23,granola,0
0,23,soy lactosefree,2
0,15,meat counter,5
0,17,spirits,0
0,19,soy lactosefree,4
0,12,latino foods,7
0,11,mint gum,1
0,21,eggs,3
0,14,facial care,0
0,14,hair care,2
0,0,buns rolls,1
0,1,hot cereal pancake mixes,1
0,6,cream,2
0,6,frozen meat seafood,0
0,2,fresh pasta,0
0,3,other,0
0,10,eye ear care,1
0,17,vitamins supplements,1
0,19,baby food formula,2
0,19,beers coolers,0
0,19,dish detergents,0
0,19,pickled goods olives,1
0,19,salad dressing toppings,1
0,13,oral hygiene,3
0,21,packaged produce,1
0,1,tortillas flat bread,1
0,23,pickled goods olives,0
0,5,popcorn jerky,0
0,20,honeys syrups nectars,0
0,20,soft drinks,1
0,15,kosher foods,0
0,16,fresh fruits,152
0,16,grains rice dried goods,2
0,16,more household,0
0,18,air fresheners candles,0
0,11,laundry,3
0,21,spreads,0
0,0,energy sports drinks,0
0,0,skin care,0
0,9,canned meals beans,8
0,23,food storage,0
0,23,fresh vegetables,13
0,22,dish detergents,1
0,3,more household,0
0,15,canned meals beans,5
0,15,cereal,20
0,15,packaged cheese,33
0,16,white wines,0
0,12,other creams cheeses,10
0,21,frozen breakfast,3
0,6,frozen pizza,0
0,6,refrigerated,1
0,23,vitamins supplements,0
0,7,milk,3
0,20,beauty,0
0,20,other,0
0,10,specialty wines champagnes,0
0,18,vitamins supplements,0
0,17,crackers,7
0,19,packaged produce,3
0,12,candy chocolate,5
0,14,hot cereal pancake mixes,4
0,14,refrigerated,13
0,1,salad dressing toppings,0
0,6,milk,4
0,23,latino foods,0
0,5,marinades meat preparation,0
0,7,spreads,2
0,2,crackers,0
0,2,packaged poultry,0
0,3,instant foods,0
0,8,fresh fruits,71
0,8,frozen appetizers sides,3
0,16,bakery desserts,1
0,16,plates bowls cups flatware,2
0,16,soft drinks,14
0,10,fresh vegetables,126
0,17,breakfast bakery,8
0,19,specialty wines champagnes,0
0,22,seafood counter,0
0,20,packaged cheese,8
0,2,packaged cheese,0
0,16,protein meal replacements,1
0,18,tea,4
0,12,frozen meat seafood,1
0,11,poultry counter,3
0,13,cereal,12
0,13,granola,2
0,13,seafood counter,1
0,14,granola,3
0,14,other creams cheeses,17
0,0,baby food formula,0
0,0,muscles joints pain relief,0
0,1,bulk dried fruits vegetables,0
0,1,frozen breads doughs,0
0,6,cold flu allergy,0
0,23,tea,0
0,5,bulk dried fruits vegetables,0
0,20,grains rice dried goods,2
0,2,poultry counter,0
0,10,bulk dried fruits vegetables,0
0,17,packaged seafood,0
0,19,trail mix snack mix,0
0,12,cat food care,2
0,13,baby food formula,10
0,13,laundry,4
0,14,frozen breads doughs,0
0,14,frozen vegan vegetarian,3
0,14,refrigerated pudding desserts,1
0,0,spreads,0
0,9,energy sports drinks,2
0,1,baby bath body care,0
0,6,honeys syrups nectars,0
0,5,deodorants,0
0,5,other creams cheeses,1
0,20,canned fruit applesauce,1
0,3,candy chocolate,0
0,8,breakfast bars pastries,3
0,8,digestion,0
0,15,bread,13
0,16,honeys syrups nectars,2
0,17,fresh fruits,105
0,17,trash bags liners,0
0,19,meat counter,2
0,12,skin care,1
0,12,trail mix snack mix,1
0,11,fresh herbs,15
0,21,dog food care,0
0,14,packaged meat,1
0,23,water seltzer sparkling water,5
0,5,more household,0
0,7,fresh fruits,22
0,20,fresh dips tapenades,5
0,3,fresh pasta,0
0,8,eggs,8
0,8,first aid,0
0,15,energy sports drinks,2
0,16,bulk grains rice dried goods,1
0,10,hot dogs bacon sausage,6
0,18,energy sports drinks,2
0,18,frozen breads doughs,1
0,12,frozen vegan vegetarian,7
0,12,ice cream toppings,0
0,11,frozen breads doughs,1
0,13,shave needs,0
0,21,cereal,4
0,0,soap,0
0,9,beauty,0
0,1,cleaning products,0
0,5,bulk grains rice dried goods,0
0,7,canned jarred vegetables,5
0,20,frozen breads doughs,0
0,15,red wines,0
0,18,canned meals beans,3
0,17,latino foods,2
0,13,skin care,0
0,0,cold flu allergy,0
0,0,preserved dips spreads,0
0,9,doughs gelatins bake mixes,1
0,9,dry pasta,4
0,9,white wines,1
0,23,refrigerated pudding desserts,0
0,5,juice nectars,0
0,7,other creams cheeses,1
0,2,frozen produce,0
0,10,lunch meat,16
0,10,soup broth bouillon,6
0,21,prepared meals,0
0,9,fresh fruits,74
0,9,instant foods,3
0,1,fresh dips tapenades,0
0,1,oral hygiene,0
0,6,eggs,2
0,23,air fresheners candles,2
0,5,coffee,0
0,5,packaged seafood,0
0,2,indian foods,0
0,8,bakery desserts,1
0,8,salad dressing toppings,4
0,15,cleaning products,0
0,16,meat counter,3
0,18,doughs gelatins bake mixes,1
0,17,ice cream toppings,1
0,12,dish detergents,2
0,12,fruit vegetable snacks,4
0,11,cold flu allergy,0
0,13,red wines,0
0,14,cookies cakes,6
0,9,packaged vegetables fruits,25
0,22,doughs gelatins bake mixes,0
0,5,mint gum,0
0,7,canned fruit applesauce,1
0,7,tofu meat alternatives,3
0,15,hot dogs bacon sausage,11
0,15,ice cream ice,14
0,16,baking supplies decor,0
0,17,indian foods,0
0,12,dog food care,1
0,12,pickled goods olives,6
0,11,other,2
0,21,fresh pasta,0
0,1,pickled goods olives,0
0,6,frozen juice,0
0,22,first aid,0
0,7,bulk grains rice dried goods,0
0,7,condiments,0
0,20,cat food care,0
0,20,first aid,0
0,20,frozen appetizers sides,0
0,20,ice cream ice,4
0,20,poultry counter,2
0,2,baby food formula,0
0,2,spices seasonings,0
0,16,hair care,0
0,16,muscles joints pain relief,0
0,17,asian foods,5
0,19,bulk grains rice dried goods,0
0,14,fruit vegetable snacks,11
0,0,soy lactosefree,2
0,0,tofu meat alternatives,0
0,1,fruit vegetable snacks,2
0,23,preserved dips spreads,3
0,22,meat counter,0
0,22,milk,8
0,7,cold flu allergy,0
0,20,packaged poultry,3
0,2,canned fruit applesauce,0
0,2,nuts seeds dried fruit,0
0,3,cocoa drink mixes,0
0,15,feminine care,1
0,15,frozen appetizers sides,8
0,16,baby accessories,0
0,18,first aid,0
0,12,packaged meat,1
0,12,tortillas flat bread,11
0,11,skin care,1
0,13,food storage,3
0,14,body lotions soap,0
0,7,cookies cakes,0
0,2,instant foods,0
0,3,meat counter,0
0,3,salad dressing toppings,1
0,8,beauty,0
0,14,fresh herbs,8
0,14,frozen dessert,0
0,0,packaged poultry,1
0,9,packaged meat,1
0,1,trash bags liners,0
0,6,trash bags liners,0
0,23,eggs,0
0,5,oils vinegars,2
0,7,frozen breads doughs,1
0,7,hair care,0
0,2,frozen juice,0
0,12,salad dressing toppings,8
0,11,baby food formula,10
0,21,cookies cakes,2
0,9,bakery desserts,1
0,9,fresh herbs,14
0,9,indian foods,0
0,9,packaged produce,7
0,1,seafood counter,0
0,6,vitamins supplements,0
0,22,cat food care,0
0,22,ice cream ice,4
0,22,ice cream toppings,0
0,5,packaged poultry,0
0,2,frozen vegan vegetarian,0
0,3,frozen breads doughs,0
0,16,eggs,12
0,10,cleaning products,8
0,18,canned jarred vegetables,4
0,17,marinades meat preparation,3
0,19,air fresheners candles,0
0,19,eggs,6
0,11,frozen juice,0
0,11,marinades meat preparation,3
0,9,baking supplies decor,0
0,1,baby accessories,0
0,1,body lotions soap,0
0,1,juice nectars,1
0,1,soup broth bouillon,0
0,22,grains rice dried goods,0
0,10,paper goods,9
0,19,breakfast bars pastries,2
0,11,tea,5
0,21,frozen meat seafood,0
0,21,honeys syrups nectars,0
0,14,doughs gelatins bake mixes,1
0,0,yogurt,2
0,9,cocoa drink mixes,1
0,9,granola,1
0,9,pasta sauce,4
0,6,frozen vegan vegetarian,0
0,6,hot cereal pancake mixes,0
0,7,feminine care,0
0,20,fruit vegetable snacks,0
0,8,packaged meat,1
0,17,feminine care,0
0,11,baby bath body care,0
0,13,tofu meat alternatives,3
0,21,air fresheners candles,0
0,21,skin care,1
0,0,crackers,0
0,9,soup broth bouillon,10
0,1,packaged poultry,0
0,1,refrigerated pudding desserts,0
0,22,protein meal replacements,0
0,7,granola,0
0,20,canned meat seafood,0
0,20,hot dogs bacon sausage,2
0,20,kitchen supplies,0
0,20,soap,0
0,2,first aid,0
0,15,candy chocolate,5
0,15,laundry,2
0,16,prepared soups salads,5
0,17,canned fruit applesauce,4
0,12,energy granola bars,19
0,12,fresh dips tapenades,9
0,11,paper goods,13
0,13,milk,22
0,21,cream,4
0,9,vitamins supplements,0
0,23,beers coolers,0
0,23,marinades meat preparation,1
0,5,breakfast bakery,0
0,5,cereal,0
0,5,frozen meat seafood,0
0,5,skin care,1
0,20,candy chocolate,0
0,16,ice cream toppings,1
0,10,facial care,0
0,18,refrigerated pudding desserts,1
0,17,grains rice dried goods,4
0,19,missing,1
0,19,popcorn jerky,0
0,11,hair care,5
0,21,nuts seeds dried fruit,0
0,1,other,0
0,23,frozen juice,1
0,22,buns rolls,3
0,22,soup broth bouillon,2
0,20,trail mix snack mix,0
0,3,pickled goods olives,0
0,8,spices seasonings,2
0,16,nuts seeds dried fruit,9
0,10,body lotions soap,0
0,10,candy chocolate,2
0,10,muscles joints pain relief,0
0,17,energy granola bars,13
0,9,kitchen supplies,0
0,1,paper goods,0
0,6,diapers wipes,0
0,22,diapers wipes,0
0,22,food storage,0
0,5,facial care,0
0,2,ice cream ice,0
1,10,cocoa drink mixes,0
1,14,ice cream toppings,0
1,16,vitamins supplements,3
1,21,honeys syrups nectars,0
1,6,fresh herbs,0
1,6,hot dogs bacon sausage,0
1,23,canned meat seafood,0
1,23,dry pasta,0
1,23,water seltzer sparkling water,2
1,2,condiments,0
1,15,latino foods,1
1,18,kosher foods,0
1,14,doughs gelatins bake mixes,2
1,21,hair care,1
1,5,other creams cheeses,0
1,12,tofu meat alternatives,1
1,23,pickled goods olives,0
1,8,cat food care,21
1,11,juice nectars,2
1,9,ice cream toppings,0
1,22,canned jarred vegetables,0
1,22,more household,0
1,22,yogurt,6
1,18,oils vinegars,4
1,16,refrigerated pudding desserts,0
1,13,dog food care,3
1,5,trail mix snack mix,0
1,12,other,0
1,1,cookies cakes,0
1,23,cat food care,0
1,2,cat food care,0
1,8,tortillas flat bread,2
1,15,air fresheners candles,0
1,15,cereal,6
1,15,cookies cakes,3
1,15,soft drinks,8
1,17,food storage,0
1,19,fresh pasta,0
1,16,butter,2
1,16,frozen appetizers sides,5
1,21,packaged produce,2
1,5,canned meat seafood,0
1,5,frozen produce,2
1,5,kosher foods,0
1,12,skin care,1
1,7,canned fruit applesauce,3
1,8,frozen meals,3
1,22,food storage,0
1,14,salad dressing toppings,0
1,13,packaged poultry,3
1,6,packaged produce,2
1,0,refrigerated pudding desserts,0
1,1,crackers,0
1,7,milk,7
1,23,bulk grains rice dried goods,0
1,23,more household,0
1,17,frozen appetizers sides,3
1,17,skin care,0
1,11,beers coolers,0
1,11,frozen breakfast,3
1,22,paper goods,0
1,14,canned fruit applesauce,3
1,19,packaged seafood,0
1,19,spreads,1
1,16,frozen breads doughs,0
1,21,body lotions soap,0
1,21,first aid,0
1,21,fresh vegetables,32
1,21,grains rice dried goods,4
1,21,prepared meals,0
1,20,honeys syrups nectars,0
1,13,soap,0
1,5,dish detergents,0
1,5,fresh vegetables,5
1,12,cocoa drink mixes,1
1,12,missing,3
1,1,frozen produce,0
1,8,deodorants,1
1,17,dish detergents,1
1,17,fresh dips tapenades,5
1,11,instant foods,2
1,9,condiments,4
1,9,cream,4
1,22,packaged vegetables fruits,5
1,14,oils vinegars,5
1,16,cold flu allergy,6
1,5,oils vinegars,0
1,6,cleaning products,0
1,1,dog food care,0
1,1,hot cereal pancake mixes,0
1,7,packaged seafood,0
1,23,soup broth bouillon,0
1,8,baby bath body care,0
1,8,cold flu allergy,0
1,8,hair care,0
1,10,plates bowls cups flatware,0
1,17,baby food formula,1
1,16,pasta sauce,9
1,21,meat counter,0
1,20,canned jarred vegetables,1
1,13,shave needs,0
1,6,packaged seafood,0
1,1,baby food formula,0
1,7,paper goods,1
1,23,fresh pasta,0
1,8,instant foods,1
1,8,pasta sauce,1
1,10,oils vinegars,2
1,11,baby accessories,0
1,9,frozen appetizers sides,5
1,22,lunch meat,3
1,18,other,1
1,19,cereal,7
1,20,frozen appetizers sides,2
1,12,dish detergents,0
1,0,fresh herbs,1
1,0,tortillas flat bread,0
1,1,cereal,0
1,1,granola,0
1,7,body lotions soap,2
1,2,air fresheners candles,0
1,15,breakfast bars pastries,0
1,15,soy lactosefree,15
1,17,hot cereal pancake mixes,1
1,22,bread,1
1,22,ice cream ice,1
1,21,bulk dried fruits vegetables,0
1,5,fresh pasta,0
1,5,granola,0
1,12,frozen dessert,0
1,6,cream,0
1,0,feminine care,0
1,1,spices seasonings,0
1,23,spreads,1
1,2,oils vinegars,0
1,15,prepared soups salads,5
1,18,canned jarred vegetables,9
1,18,grains rice dried goods,7
1,14,beers coolers,0
1,14,frozen produce,8
1,20,oral hygiene,0
1,13,frozen appetizers sides,3
1,13,red wines,1
1,5,seafood counter,0
1,12,breakfast bars pastries,0
1,12,frozen vegan vegetarian,3
1,6,crackers,0
1,6,paper goods,0
1,0,cream,1
1,23,packaged meat,0
1,2,feminine care,0
1,8,baking supplies decor,0
1,15,baby food formula,3
1,11,honeys syrups nectars,0
1,18,digestion,0
1,21,fresh dips tapenades,3
1,20,paper goods,1
1,13,dish detergents,3
1,13,frozen breakfast,5
1,13,packaged produce,6
1,5,protein meal replacements,0
1,12,canned meat seafood,0
1,15,soup broth bouillon,6
1,22,protein meal replacements,0
1,14,digestion,1
1,14,latino foods,1
1,16,grains rice dried goods,4
1,20,condiments,0
1,20,eggs,2
1,13,seafood counter,1
1,5,plates bowls cups flatware,0
1,12,chips pretzels,3
1,12,trail mix snack mix,0
1,6,vitamins supplements,0
1,7,condiments,0
1,7,lunch meat,3
1,2,cocoa drink mixes,0
1,10,frozen breakfast,2
1,17,prepared meals,3
1,17,prepared soups salads,0
1,22,pickled goods olives,1
1,14,tortillas flat bread,0
1,16,hot dogs bacon sausage,6
1,5,spreads,0
1,5,trash bags liners,0
1,6,facial care,0
1,0,bulk dried fruits vegetables,0
1,0,canned meat seafood,1
1,1,shave needs,0
1,8,beauty,0
1,8,soft drinks,5
1,15,frozen breads doughs,1
1,11,frozen vegan vegetarian,0
1,22,cat food care,0
1,14,diapers wipes,2
1,19,trash bags liners,0
1,16,milk,9
1,21,missing,1
1,21,refrigerated,11
1,13,air fresheners candles,0
1,13,milk,12
1,13,pickled goods olives,1
1,12,spreads,5
1,6,cocoa drink mixes,0
1,6,trail mix snack mix,0
