day_of_week,hour_of_day,category,items_count
1,10,hot cereal pancake mixes,7
1,10,other creams cheeses,5
1,11,chips pretzels,7
1,11,feminine care,0
1,11,other creams cheeses,3
1,9,first aid,0
1,9,marinades meat preparation,0
1,18,bulk dried fruits vegetables,0
1,16,coffee,3
1,21,ice cream ice,2
1,20,fresh vegetables,17
1,13,cocoa drink mixes,0
1,5,digestion,0
1,5,latino foods,0
1,5,refrigerated,0
1,0,dog food care,0
1,0,prepared soups salads,1
1,23,condiments,0
1,23,ice cream ice,0
1,23,nuts seeds dried fruit,0
1,23,tea,0
1,15,tofu meat alternatives,0
1,10,food storage,1
1,11,baby bath body care,0
1,22,breakfast bakery,2
1,22,white wines,0
1,18,prepared meals,3
1,19,cookies cakes,0
1,19,cream,2
1,19,other creams cheeses,6
1,20,soap,0
1,13,digestion,2
1,6,cold flu allergy,3
1,6,packaged cheese,0
1,0,beauty,1
1,23,beers coolers,0
1,23,latino foods,0
1,8,water seltzer sparkling water,22
1,15,granola,3
1,15,laundry,3
1,11,soy lactosefree,8
1,9,specialty wines champagnes,0
1,14,canned meals beans,5
1,14,frozen vegan vegetarian,0
1,19,red wines,2
1,20,breakfast bars pastries,1
1,13,asian foods,2
1,1,frozen vegan vegetarian,2
1,1,oils vinegars,0
1,23,muscles joints pain relief,0
1,2,frozen appetizers sides,0
1,15,cream,10
1,19,pasta sauce,3
1,16,canned meat seafood,1
1,16,kitchen supplies,1
1,0,cereal,0
1,2,frozen meat seafood,0
1,2,tortillas flat bread,0
1,8,crackers,5
1,15,plates bowls cups flatware,1
1,9,fresh herbs,4
1,22,refrigerated pudding desserts,1
1,14,bakery desserts,1
1,14,mint gum,0
1,14,packaged vegetables fruits,44
1,16,soft drinks,4
1,21,cat food care,0
1,21,prepared soups salads,0
1,13,tofu meat alternatives,1
1,13,water seltzer sparkling water,15
1,8,oral hygiene,1
1,10,specialty wines champagnes,0
1,17,soap,0
1,22,other,0
1,19,bakery desserts,1
1,16,canned jarred vegetables,6
1,16,shave needs,1
1,5,eggs,0
1,12,specialty cheeses,3
1,6,other,0
1,7,air fresheners candles,1
1,8,frozen breads doughs,0
1,15,marinades meat preparation,3
1,17,baby bath body care,0
1,11,fresh fruits,80
1,9,packaged produce,9
1,14,soft drinks,4
1,19,air fresheners candles,0
1,19,dry pasta,2
1,21,canned jarred vegetables,4
1,13,bulk grains rice dried goods,0
1,5,ice cream toppings,0
1,6,breakfast bakery,0
1,6,mint gum,0
1,7,frozen meals,10
1,7,instant foods,2
1,2,digestion,0
1,8,muscles joints pain relief,1
1,10,baby food formula,7
1,10,mint gum,1
1,9,oils vinegars,4
1,22,condiments,1
1,16,eye ear care,0
1,20,beers coolers,0
1,20,cookies cakes,2
1,13,nuts seeds dried fruit,5
1,2,latino foods,0
1,8,spreads,1
1,15,bakery desserts,0
1,17,doughs gelatins bake mixes,0
1,17,soft drinks,4
1,9,mint gum,1
1,16,bulk dried fruits vegetables,0
1,20,prepared soups salads,1
1,5,prepared soups salads,0
1,1,butter,0
1,1,hair care,0
1,7,protein meal replacements,1
1,23,plates bowls cups flatware,0
1,2,grains rice dried goods,0
1,2,mint gum,0
1,15,canned jarred vegetables,6
1,15,first aid,0
1,15,frozen meals,9
1,17,energy sports drinks,0
1,17,fresh vegetables,56
1,17,packaged seafood,0
1,9,energy sports drinks,2
1,9,frozen meals,5
1,22,frozen juice,0
1,14,frozen dessert,1
1,21,dish detergents,0
1,20,cocoa drink mixes,0
1,20,frozen dessert,0
1,1,other creams cheeses,0
1,7,breakfast bars pastries,2
1,8,buns rolls,0
1,11,cold flu allergy,0
1,19,poultry counter,0
1,20,energy sports drinks,1
1,5,bulk grains rice dried goods,0
1,12,cream,2
1,1,preserved dips spreads,0
1,7,beers coolers,0
1,7,cookies cakes,0
1,23,frozen pizza,0
1,2,canned meat seafood,1
1,10,pickled goods olives,3
1,18,energy sports drinks,3
1,18,fresh dips tapenades,5
1,19,buns rolls,0
1,19,more household,0
1,16,baking supplies decor,0
1,13,bakery desserts,0
1,13,muscles joints pain relief,0
1,13,spices seasonings,7
1,12,soap,0
1,6,soap,0
1,7,canned jarred vegetables,2
1,8,hot cereal pancake mixes,5
1,10,trail mix snack mix,2
1,11,mint gum,1
1,14,popcorn jerky,7
1,16,frozen juice,0
1,16,meat counter,3
1,21,feminine care,0
1,21,nuts seeds dried fruit,2
1,13,lunch meat,3
1,13,oral hygiene,0
1,1,yogurt,0
1,7,buns rolls,2
1,15,pickled goods olives,3
1,17,oils vinegars,3
1,22,beers coolers,0
1,18,eggs,6
1,18,fresh vegetables,72
1,14,specialty wines champagnes,0
1,16,lunch meat,12
1,21,eye ear care,0
1,21,frozen dessert,0
1,20,protein meal replacements,0
1,13,kosher foods,2
1,5,doughs gelatins bake mixes,0
1,12,fruit vegetable snacks,0
1,12,pickled goods olives,3
1,12,spirits,0
1,1,ice cream toppings,0
1,23,food storage,0
1,8,feminine care,0
1,15,frozen produce,9
1,17,red wines,0
1,17,tea,2
1,11,cream,5
1,11,digestion,1
1,9,fresh pasta,0
1,22,latino foods,0
1,14,frozen pizza,8
1,13,refrigerated pudding desserts,0
1,12,canned meals beans,2
1,12,kosher foods,0
1,6,specialty wines champagnes,0
1,7,energy sports drinks,0
1,7,ice cream toppings,0
1,23,candy chocolate,0
1,17,honeys syrups nectars,0
1,11,tortillas flat bread,2
1,9,other creams cheeses,2
1,14,breakfast bars pastries,2
1,16,yogurt,26
1,5,white wines,0
1,6,condiments,0
1,7,frozen breakfast,4
1,2,juice nectars,0
1,15,baby accessories,0
1,10,cookies cakes,8
1,10,prepared soups salads,1
1,17,bulk grains rice dried goods,0
1,11,latino foods,2
1,9,fresh dips tapenades,6
1,18,energy granola bars,3
1,14,energy sports drinks,1
1,14,granola,2
1,14,soap,0
1,16,energy sports drinks,2
1,0,trail mix snack mix,0
1,1,white wines,0
1,15,condiments,2
1,15,vitamins supplements,0
1,17,coffee,5
1,17,packaged vegetables fruits,33
1,11,dish detergents,3
1,9,red wines,0
1,19,energy granola bars,6
1,16,packaged vegetables fruits,33
1,21,juice nectars,8
1,20,chips pretzels,11
1,13,canned meat seafood,1
1,13,fruit vegetable snacks,6
1,13,poultry counter,2
1,13,soup broth bouillon,7
1,5,packaged poultry,0
1,12,protein meal replacements,1
1,6,baking ingredients,0
1,23,first aid,0
1,8,indian foods,0
1,15,buns rolls,2
1,15,fruit vegetable snacks,3
1,10,bulk dried fruits vegetables,1
1,11,paper goods,5
1,18,canned meals beans,10
1,18,frozen breads doughs,0
1,19,beers coolers,0
1,19,fresh fruits,28
1,16,canned fruit applesauce,0
1,16,fresh fruits,53
1,21,fresh pasta,0
1,13,deodorants,0
1,5,pasta sauce,0
1,6,frozen pizza,0
1,6,soy lactosefree,2
1,0,air fresheners candles,0
1,0,frozen appetizers sides,0
1,0,mint gum,0
1,1,packaged produce,1
1,7,fresh fruits,32
1,23,coffee,0
1,8,chips pretzels,10
1,15,nuts seeds dried fruit,7
1,10,energy granola bars,15
1,10,energy sports drinks,9
1,17,more household,0
1,11,skin care,0
1,11,white wines,0
1,9,cleaning products,1
1,19,vitamins supplements,0
1,21,asian foods,2
1,21,baby food formula,10
1,20,baby accessories,0
1,20,pickled goods olives,1
1,12,prepared meals,1
1,6,beers coolers,0
1,7,digestion,0
1,7,packaged poultry,1
1,23,other creams cheeses,1
1,23,preserved dips spreads,0
1,2,granola,0
1,15,kosher foods,0
1,11,protein meal replacements,0
1,11,refrigerated pudding desserts,1
1,22,baking ingredients,0
1,22,popcorn jerky,0
1,18,beauty,0
1,14,fresh dips tapenades,6
1,19,frozen meat seafood,2
1,6,hot cereal pancake mixes,0
1,6,seafood counter,0
1,0,canned meals beans,0
1,23,red wines,0
1,2,cookies cakes,0
1,10,eggs,6
1,17,laundry,0
1,11,pickled goods olives,1
1,9,pasta sauce,3
1,18,body lotions soap,0
1,18,skin care,0
1,19,chips pretzels,6
1,19,paper goods,2
1,20,frozen pizza,1
1,12,energy sports drinks,1
1,6,feminine care,0
1,23,dish detergents,0
1,8,specialty wines champagnes,0
1,11,cocoa drink mixes,0
1,22,kosher foods,0
1,18,bulk grains rice dried goods,2
1,18,dog food care,0
1,14,juice nectars,7
1,14,tea,1
1,19,spirits,0
1,16,cookies cakes,8
1,21,frozen juice,0
1,20,fruit vegetable snacks,4
1,20,oils vinegars,0
1,20,seafood counter,0
1,20,soup broth bouillon,2
1,13,trash bags liners,1
1,5,days_since_prior_order,51
1,0,missing,0
1,0,pickled goods olives,0
1,8,juice nectars,2
1,15,canned meals beans,5
1,15,facial care,0
1,14,soy lactosefree,16
1,16,bakery desserts,0
1,20,beauty,0
1,12,body lotions soap,2
1,0,ice cream ice,0
1,7,kosher foods,0
1,23,canned fruit applesauce,0
1,8,fresh fruits,85
1,8,packaged meat,0
1,9,frozen breakfast,11
1,19,canned fruit applesauce,0
1,12,frozen meals,10
1,6,frozen dessert,0
1,0,chips pretzels,0
1,0,laundry,0
1,1,salad dressing toppings,1
1,7,refrigerated pudding desserts,0
1,7,specialty cheeses,0
1,23,frozen vegan vegetarian,0
1,8,doughs gelatins bake mixes,1
1,15,grains rice dried goods,1
1,10,salad dressing toppings,1
1,11,fresh vegetables,50
1,9,packaged poultry,3
1,21,diapers wipes,2
1,21,packaged poultry,0
1,5,popcorn jerky,0
1,12,baking supplies decor,0
1,12,poultry counter,1
1,1,packaged seafood,0
1,10,cereal,4
1,10,diapers wipes,1
1,17,instant foods,2
1,11,packaged seafood,0
1,22,fresh dips tapenades,4
1,22,mint gum,0
1,14,baking supplies decor,0
1,19,baby food formula,0
1,19,cleaning products,0
1,16,frozen meals,0
1,20,fresh pasta,0
1,6,poultry counter,0
1,0,soy lactosefree,2
1,1,chips pretzels,1
1,7,candy chocolate,2
1,23,prepared soups salads,0
1,8,canned jarred vegetables,4
1,8,white wines,0
1,10,packaged poultry,2
1,11,days_since_prior_order,1063
1,11,canned meals beans,5
1,11,deodorants,1
1,9,bulk dried fruits vegetables,0
1,9,frozen produce,3
1,14,breakfast bakery,5
1,19,breakfast bars pastries,0
1,12,asian foods,6
1,12,fresh fruits,44
1,12,grains rice dried goods,4
1,12,meat counter,1
1,0,baby accessories,0
1,2,specialty wines champagnes,0
1,11,baking ingredients,9
1,9,tea,13
1,14,refrigerated pudding desserts,2
1,19,packaged produce,0
1,21,kitchen supplies,0
1,20,packaged seafood,1
1,5,honeys syrups nectars,0
1,5,red wines,0
1,12,packaged seafood,0
1,1,breakfast bakery,0
1,1,facial care,0
1,7,cold flu allergy,0
1,2,prepared soups salads,0
1,10,milk,11
1,9,baking ingredients,2
1,22,juice nectars,0
1,22,packaged produce,0
1,14,condiments,1
1,14,soup broth bouillon,6
1,16,indian foods,0
1,16,spirits,0
1,21,fresh herbs,2
1,5,nuts seeds dried fruit,0
1,5,specialty wines champagnes,0
1,6,canned jarred vegetables,1
1,0,hair care,0
1,0,vitamins supplements,0
1,1,cat food care,0
1,2,spirits,0
1,8,refrigerated pudding desserts,0
1,22,doughs gelatins bake mixes,0
1,22,shave needs,0
1,22,skin care,0
1,18,salad dressing toppings,2
1,14,fresh fruits,97
1,16,chips pretzels,24
1,21,chips pretzels,4
1,13,packaged vegetables fruits,36
1,6,deodorants,0
1,7,bulk dried fruits vegetables,0
1,7,preserved dips spreads,1
1,23,baby accessories,0
1,8,digestion,0
1,10,honeys syrups nectars,4
1,22,instant foods,0
1,14,fresh herbs,13
1,19,canned jarred vegetables,3
1,5,hair care,0
1,12,frozen pizza,0
1,6,breakfast bars pastries,0
1,6,oral hygiene,0
1,6,prepared soups salads,0
1,0,bulk grains rice dried goods,0
1,1,buns rolls,0
1,23,trail mix snack mix,0
1,15,dog food care,1
1,9,cocoa drink mixes,0
1,22,spices seasonings,0
1,18,condiments,8
1,18,seafood counter,1
1,19,packaged cheese,12
1,16,cleaning products,1
1,21,tofu meat alternatives,2
1,20,refrigerated pudding desserts,0
1,5,instant foods,0
1,12,cereal,2
1,6,tortillas flat bread,2
1,0,nuts seeds dried fruit,0
1,7,dish detergents,1
1,23,white wines,0
1,2,fresh herbs,0
1,15,white wines,0
1,10,condiments,8
1,10,marinades meat preparation,0
1,17,dry pasta,4
1,9,asian foods,6
1,9,dish detergents,1
1,22,tortillas flat bread,0
1,18,frozen juice,0
1,14,baking ingredients,14
1,19,frozen vegan vegetarian,1
1,19,ice cream ice,4
1,16,preserved dips spreads,0
1,21,laundry,0
1,5,spices seasonings,0
1,12,buns rolls,0
1,0,protein meal replacements,0
1,1,canned meals beans,0
1,1,dry pasta,0
1,1,trail mix snack mix,0
1,7,frozen juice,0
1,7,packaged cheese,11
1,7,tea,2
1,23,digestion,0
1,8,cocoa drink mixes,0
1,8,other creams cheeses,2
1,15,mint gum,0
1,9,canned meat seafood,2
1,9,cookies cakes,6
1,9,frozen dessert,0
1,18,pickled goods olives,5
1,14,facial care,0
1,19,kosher foods,1
1,19,water seltzer sparkling water,15
1,21,digestion,0
1,20,kosher foods,1
1,5,dry pasta,0
1,5,food storage,0
1,12,diapers wipes,0
1,6,fresh vegetables,8
1,6,juice nectars,1
1,6,muscles joints pain relief,0
1,0,frozen dessert,0
1,1,oral hygiene,0
1,7,trash bags liners,0
1,23,canned jarred vegetables,0
1,2,poultry counter,0
1,8,frozen vegan vegetarian,0
1,9,frozen pizza,4
1,9,milk,20
1,5,missing,0
1,12,packaged poultry,4
1,6,packaged vegetables fruits,4
1,7,refrigerated,2
1,23,kitchen supplies,0
1,2,lunch meat,0
1,15,spirits,3
1,15,trail mix snack mix,0
1,10,refrigerated,9
1,22,eye ear care,0
1,18,red wines,1
1,19,shave needs,0
1,20,muscles joints pain relief,1
1,0,trash bags liners,0
1,15,lunch meat,5
1,17,baking supplies decor,0
1,17,fresh fruits,57
1,17,tortillas flat bread,6
1,17,vitamins supplements,1
1,11,indian foods,0
1,22,crackers,5
1,18,baby food formula,0
1,18,laundry,1
1,14,frozen meat seafood,1
1,16,missing,0
1,13,baking ingredients,2
1,13,cleaning products,7
1,5,crackers,1
1,6,hair care,0
1,6,tea,3
1,23,pasta sauce,0
1,23,popcorn jerky,0
1,2,frozen juice,0
1,2,packaged vegetables fruits,2
1,2,pasta sauce,0
1,9,tortillas flat bread,2
1,22,spreads,0
1,18,baking ingredients,9
1,18,dry pasta,7
1,18,spices seasonings,15
1,14,cream,7
1,16,more household,1
1,16,soap,3
1,6,first aid,0
1,6,other creams cheeses,1
1,6,soft drinks,0
1,0,candy chocolate,0
1,1,frozen breakfast,0
1,1,other,0
1,23,beauty,0
1,15,deodorants,1
1,15,frozen juice,0
1,10,baking supplies decor,0
1,9,baking supplies decor,0
1,19,mint gum,0
1,16,cat food care,0
1,16,ice cream ice,7
1,21,facial care,0
1,21,granola,1
1,21,soft drinks,2
1,20,plates bowls cups flatware,0
1,20,specialty wines champagnes,0
1,13,vitamins supplements,1
1,5,cat food care,0
1,12,bulk dried fruits vegetables,0
1,6,energy sports drinks,0
1,1,days_since_prior_order,78
1,2,fresh fruits,4
1,10,instant foods,1
1,10,packaged produce,4
1,11,kosher foods,0
1,9,granola,4
1,9,vitamins supplements,0
1,22,frozen pizza,0
1,14,bulk grains rice dried goods,0
1,21,bulk grains rice dried goods,1
1,21,canned meals beans,8
1,13,mint gum,0
1,13,plates bowls cups flatware,0
1,6,energy granola bars,0
1,0,baking ingredients,0
1,0,refrigerated,2
1,7,frozen dessert,1
1,23,breakfast bakery,0
1,8,bakery desserts,0
1,10,laundry,5
1,17,first aid,0
1,11,fresh pasta,0
1,9,baby accessories,0
1,9,fresh vegetables,57
1,14,first aid,0
1,21,beauty,0
1,8,first aid,0
1,8,frozen dessert,0
1,10,frozen produce,8
1,22,facial care,0
1,18,plates bowls cups flatware,0
1,14,lunch meat,6
1,14,paper goods,1
1,16,refrigerated,7
1,16,soy lactosefree,16
1,20,bulk grains rice dried goods,0
1,13,other creams cheeses,5
1,0,juice nectars,1
1,1,body lotions soap,0
1,7,latino foods,5
1,7,pickled goods olives,0
1,23,buns rolls,0
1,23,fresh fruits,5
1,2,frozen breads doughs,0
1,2,hot cereal pancake mixes,0
1,8,red wines,0
1,15,beers coolers,1
1,15,bulk dried fruits vegetables,0
1,15,ice cream toppings,0
1,9,diapers wipes,0
1,19,meat counter,0
1,21,energy sports drinks,0
1,20,air fresheners candles,0
1,20,asian foods,0
1,13,cat food care,1
1,0,canned jarred vegetables,0
1,0,digestion,0
1,1,fresh fruits,4
1,1,spirits,0
1,7,bread,9
1,8,plates bowls cups flatware,1
1,15,cat food care,4
1,15,paper goods,5
1,17,fresh pasta,1
1,17,milk,19
1,17,water seltzer sparkling water,12
1,11,ice cream toppings,2
1,11,preserved dips spreads,3
1,9,paper goods,7
1,22,bulk dried fruits vegetables,0
1,22,buns rolls,0
1,22,specialty wines champagnes,0
1,18,frozen meat seafood,0
1,18,specialty wines champagnes,0
1,16,muscles joints pain relief,1
1,21,frozen meals,10
1,20,doughs gelatins bake mixes,0
1,5,hot cereal pancake mixes,0
1,6,baking supplies decor,0
1,1,mint gum,0
1,23,doughs gelatins bake mixes,0
1,2,asian foods,0
1,8,eye ear care,0
1,22,fresh herbs,0
1,19,soup broth bouillon,3
1,16,doughs gelatins bake mixes,2
1,5,cleaning products,0
1,5,grains rice dried goods,0
1,12,instant foods,4
1,12,kitchen supplies,0
1,10,bread,11
1,17,eye ear care,0
1,17,frozen breakfast,5
1,17,protein meal replacements,0
1,11,seafood counter,0
1,18,cold flu allergy,0
1,16,baking ingredients,7
1,16,specialty cheeses,1
1,21,tea,0
1,20,frozen produce,9
1,20,popcorn jerky,5
1,20,refrigerated,3
1,13,butter,6
1,13,prepared meals,5
1,5,canned fruit applesauce,0
1,12,baby bath body care,0
1,12,white wines,0
1,0,body lotions soap,0
1,1,eggs,0
1,7,missing,2
1,2,prepared meals,0
1,15,spices seasonings,1
1,11,muscles joints pain relief,1
1,18,cream,3
1,18,granola,0
1,14,asian foods,4
1,21,hot cereal pancake mixes,1
1,20,body lotions soap,0
1,20,packaged produce,2
1,13,baby food formula,5
1,5,water seltzer sparkling water,0
1,0,cleaning products,0
1,0,instant foods,0
1,1,baking ingredients,0
1,8,seafood counter,0
1,15,preserved dips spreads,2
1,17,refrigerated pudding desserts,1
1,11,granola,2
1,11,water seltzer sparkling water,17
1,22,ice cream toppings,0
1,18,marinades meat preparation,1
1,18,protein meal replacements,0
1,18,specialty cheeses,0
1,14,cat food care,0
1,14,pasta sauce,4
1,19,packaged meat,0
1,16,candy chocolate,3
1,20,lunch meat,4
1,20,salad dressing toppings,1
1,13,eye ear care,0
1,5,meat counter,0
1,6,air fresheners candles,0
1,1,frozen juice,0
1,7,red wines,0
1,23,cereal,0
1,2,pickled goods olives,0
1,8,packaged produce,11
1,15,eye ear care,0
1,17,plates bowls cups flatware,0
1,19,baby accessories,0
1,16,honeys syrups nectars,1
1,20,milk,13
1,20,mint gum,0
1,5,beauty,0
1,5,diapers wipes,0
1,12,trash bags liners,2
1,6,baby accessories,0
1,1,canned meat seafood,0
1,23,crackers,0
1,23,seafood counter,0
1,15,instant foods,4
1,10,first aid,0
1,17,popcorn jerky,4
1,9,more household,0
1,22,honeys syrups nectars,0
1,19,breakfast bakery,2
1,16,protein meal replacements,0
1,20,bread,5
1,23,packaged produce,0
1,8,pickled goods olives,1
1,10,poultry counter,3
1,10,tofu meat alternatives,6
1,9,spices seasonings,4
1,14,chips pretzels,11
1,19,missing,0
1,16,buns rolls,3
1,21,packaged vegetables fruits,11
1,20,candy chocolate,2
1,20,ice cream toppings,0
1,13,candy chocolate,2
1,1,food storage,0
1,7,beauty,0
1,23,air fresheners candles,0
1,2,baby accessories,0
1,2,chips pretzels,0
1,15,beauty,0
1,10,skin care,0
1,17,beers coolers,0
1,11,marinades meat preparation,1
1,11,specialty wines champagnes,0
1,18,kitchen supplies,0
1,16,poultry counter,4
1,13,fresh herbs,6
1,13,spirits,0
1,6,plates bowls cups flatware,0
6,16,paper goods,2
6,21,preserved dips spreads,1
6,14,frozen meals,22
6,12,frozen produce,10
6,12,frozen vegan vegetarian,4
6,5,frozen breads doughs,1
6,8,cleaning products,2
6,2,refrigerated pudding desserts,0
6,7,missing,0
6,4,bulk dried fruits vegetables,0
6,23,pasta sauce,2
6,0,missing,1
6,17,canned meat seafood,1
6,17,chips pretzels,15
6,15,white wines,0
6,9,cocoa drink mixes,0
6,21,kosher foods,0
6,14,beers coolers,2
6,5,first aid,0
6,5,salad dressing toppings,0
6,2,air fresheners candles,0
6,2,diapers wipes,0
6,2,meat counter,1
6,6,granola,1
6,6,packaged produce,1
6,6,spirits,0
6,4,oils vinegars,0
6,19,cocoa drink mixes,0
6,19,frozen appetizers sides,1
6,17,tea,1
6,16,canned meat seafood,0
6,15,first aid,1
6,15,spreads,5
6,18,milk,15
6,18,soft drinks,8
6,20,canned meals beans,2
6,20,diapers wipes,1
6,5,asian foods,0
6,13,paper goods,9
6,22,pasta sauce,1
6,2,baby bath body care,0
6,2,deodorants,0
6,2,trail mix snack mix,0
6,6,marinades meat preparation,1
6,0,kosher foods,1
6,1,days_since_prior_order,63
6,1,fresh herbs,0
6,17,grains rice dried goods,1
6,18,missing,5
6,9,frozen breads doughs,0
6,14,packaged produce,8
6,12,plates bowls cups flatware,0
6,22,canned meals beans,0
6,22,hot cereal pancake mixes,0
6,2,muscles joints pain relief,0
6,10,kitchen supplies,0
6,10,tofu meat alternatives,4
6,6,fresh vegetables,12
6,6,protein meal replacements,1
6,7,baby food formula,0
6,4,fresh pasta,0
6,4,packaged seafood,0
6,1,energy sports drinks,0
6,16,fresh dips tapenades,6
6,16,juice nectars,1
6,15,pasta sauce,7
6,18,eggs,6
6,5,more household,0
6,11,frozen produce,5
6,11,water seltzer sparkling water,13
6,13,deodorants,0
6,13,honeys syrups nectars,2
6,22,indian foods,0
6,2,baking supplies decor,0
6,7,canned fruit applesauce,0
6,7,hair care,0
6,7,soy lactosefree,2
6,23,fresh vegetables,2
6,23,mint gum,1
6,1,indian foods,0
6,1,packaged meat,0
6,1,poultry counter,0
6,19,more household,0
6,21,bulk grains rice dried goods,0
6,20,baking ingredients,0
6,12,muscles joints pain relief,0
6,8,food storage,1
6,10,lunch meat,2
6,7,laundry,0
6,23,popcorn jerky,0
6,23,prepared soups salads,2
6,0,canned fruit applesauce,0
6,1,soap,0
6,19,baby bath body care,0
6,9,baking ingredients,1
6,21,body lotions soap,1
6,10,diapers wipes,0
6,23,frozen breads doughs,0
6,23,other creams cheeses,0
6,0,mint gum,0
6,0,soy lactosefree,2
6,17,spirits,0
6,18,granola,1
6,20,fresh dips tapenades,3
6,14,dish detergents,4
6,14,refrigerated,8
6,5,butter,0
6,5,energy sports drinks,0
6,22,coffee,0
6,22,missing,0
6,10,energy granola bars,5
6,10,frozen juice,0
6,4,breakfast bars pastries,0
6,4,chips pretzels,0
6,1,body lotions soap,0
6,1,bulk dried fruits vegetables,0
6,9,indian foods,0
6,9,specialty wines champagnes,0
6,21,cereal,1
6,12,meat counter,3
6,5,prepared soups salads,0
6,5,soft drinks,0
6,11,soap,5
6,8,body lotions soap,3
6,2,hot dogs bacon sausage,1
6,10,feminine care,0
6,6,paper goods,3
6,6,vitamins supplements,0
6,7,popcorn jerky,0
6,0,packaged seafood,0
6,1,crackers,0
6,19,specialty cheeses,2
6,21,lunch meat,3
6,21,prepared soups salads,0
6,12,dog food care,1
6,5,grains rice dried goods,0
6,11,milk,14
6,8,digestion,0
6,22,condiments,0
6,22,red wines,0
6,10,days_since_prior_order,641
6,6,tea,1
6,1,cream,0
6,19,granola,1
6,9,frozen appetizers sides,3
6,20,latino foods,0
6,5,packaged seafood,0
6,2,canned jarred vegetables,0
6,1,baby accessories,0
6,1,baby food formula,0
6,1,prepared soups salads,0
6,17,white wines,0
6,18,ice cream ice,19
6,9,eggs,8
6,9,muscles joints pain relief,0
6,9,prepared soups salads,0
6,5,marinades meat preparation,0
6,5,oral hygiene,0
6,13,first aid,0
6,2,other creams cheeses,0
6,10,instant foods,3
6,4,body lotions soap,0
6,23,cold flu allergy,0
6,16,plates bowls cups flatware,1
6,9,crackers,7
6,20,ice cream ice,2
6,12,tofu meat alternatives,4
6,11,baby accessories,0
6,11,coffee,5
6,8,candy chocolate,8
6,22,spirits,0
6,22,water seltzer sparkling water,3
6,10,meat counter,1
6,10,oils vinegars,1
6,4,coffee,0
6,0,cleaning products,1
6,1,kitchen supplies,0
6,19,frozen breakfast,4
6,19,tortillas flat bread,1
6,14,oils vinegars,3
6,12,canned fruit applesauce,1
6,5,breakfast bakery,1
6,5,chips pretzels,1
6,13,protein meal replacements,1
6,13,vitamins supplements,0
6,4,soap,0
6,4,yogurt,0
6,23,fresh dips tapenades,0
6,0,protein meal replacements,0
6,19,packaged seafood,1
6,16,missing,2
6,15,milk,11
6,9,skin care,0
6,21,air fresheners candles,0
6,12,dish detergents,1
6,12,other creams cheeses,5
6,5,packaged meat,0
6,5,specialty wines champagnes,0
6,11,kosher foods,0
6,22,feminine care,0
6,10,trail mix snack mix,0
6,6,latino foods,0
6,23,baby accessories,0
6,1,spirits,1
6,17,digestion,0
6,15,baby food formula,6
6,9,baby bath body care,2
6,11,beers coolers,0
6,11,bulk dried fruits vegetables,0
6,13,beers coolers,0
6,13,other,1
6,8,pickled goods olives,0
6,22,oral hygiene,0
6,2,poultry counter,0
6,2,yogurt,0
6,10,food storage,0
6,10,frozen breakfast,4
6,10,ice cream toppings,0
6,6,hot cereal pancake mixes,1
6,6,seafood counter,0
6,23,feminine care,0
6,17,kitchen supplies,0
6,9,body lotions soap,3
6,20,fresh herbs,2
6,5,food storage,0
6,13,oils vinegars,5
6,22,hair care,0
6,2,cleaning products,0
6,2,eggs,0
6,2,packaged poultry,0
6,6,pasta sauce,0
6,7,beauty,0
6,7,white wines,0
6,1,hot dogs bacon sausage,1
6,19,canned fruit applesauce,0
6,16,packaged cheese,12
6,15,soap,1
6,15,specialty wines champagnes,0
6,18,packaged vegetables fruits,30
6,14,canned meals beans,6
6,14,oral hygiene,2
6,5,frozen juice,0
6,11,butter,9
6,8,bulk grains rice dried goods,0
6,2,other,0
6,2,preserved dips spreads,1
6,10,packaged cheese,8
6,6,butter,0
6,7,breakfast bars pastries,0
6,23,eye ear care,0
6,1,canned jarred vegetables,0
6,19,frozen meat seafood,1
6,19,pickled goods olives,0
6,17,frozen breads doughs,0
6,16,pasta sauce,2
6,15,bulk grains rice dried goods,0
6,21,more household,0
6,14,ice cream toppings,0
6,14,packaged poultry,5
6,12,frozen appetizers sides,3
6,5,nuts seeds dried fruit,1
6,11,pasta sauce,6
6,13,baby accessories,1
6,13,marinades meat preparation,3
6,2,indian foods,0
6,2,missing,0
6,4,popcorn jerky,0
6,1,canned meat seafood,0
6,19,shave needs,1
6,17,pickled goods olives,3
6,9,spices seasonings,4
6,12,facial care,0
6,5,soup broth bouillon,0
6,11,honeys syrups nectars,2
6,8,spices seasonings,1
6,22,facial care,0
6,22,milk,4
6,10,trash bags liners,0
6,6,food storage,1
6,6,kosher foods,0
6,7,hot dogs bacon sausage,0
6,4,canned jarred vegetables,0
6,4,mint gum,0
6,0,dish detergents,0
6,1,honeys syrups nectars,0
6,19,fresh pasta,0
6,17,muscles joints pain relief,0
6,16,bakery desserts,2
6,15,trail mix snack mix,1
6,20,body lotions soap,1
6,20,fresh pasta,0
6,14,canned fruit applesauce,6
6,12,energy sports drinks,1
6,12,frozen pizza,4
6,5,canned meals beans,0
6,11,dish detergents,1
6,11,fresh dips tapenades,9
6,8,grains rice dried goods,5
6,2,grains rice dried goods,0
6,10,soft drinks,6
6,4,poultry counter,0
6,23,beers coolers,0
6,23,canned meat seafood,0
6,23,diapers wipes,0
